run,output,choice_made,choice_index,success
58,0x78,0x15,0,1
58,0x8d,0x89,0,1
58,0x93,0xa6,0,1
58,0xa2,0x3a,0,1
58,0xbc,0x0b,0,1
58,0xc6,0x37,0,1
58,0xd8,0x6f,0,1
58,0xe9,0x24,0,1
58,0xf7,0x62,0,1
59,0x02,0x18,0,1
59,0x1c,0x53,0,1
59,0x2d,0x84,0,1
59,0x33,0x06,0,1
59,0x49,0x4d,0,1
59,0x57,0xb8,0,1
59,0x66,0x29,0,1
59,0x78,0x15,0,1
59,0x8d,0x89,0,1
59,0x93,0xa6,0,1
59,0xa2,0x3a,0,1
59,0xbc,0x0b,0,1
59,0xc6,0x37,0,1
59,0xd8,0x6f,0,1
59,0xe9,0x24,0,1
59,0xf7,0x62,0,1
60,0x02,0x18,0,1
60,0x1c,0x53,0,1
60,0x2d,0x84,0,1
60,0x33,0x06,0,1
60,0x49,0x4d,0,1
60,0x57,0xb8,0,1
60,0x66,0x29,0,1
60,0x78,0x15,0,1
60,0x8d,0x89,0,1
60,0x93,0xa6,0,1
60,0xa2,0x3a,0,1
60,0xbc,0x0b,0,1
60,0xc6,0x37,0,1
60,0xd8,0x6f,0,1
60,0xe9,0x24,0,1
60,0xf7,0x62,0,1
61,0x02,0x18,0,1
61,0x1c,0x53,0,1
61,0x2d,0x84,0,1
61,0x33,0x06,0,1
61,0x49,0x4d,0,1
61,0x57,0xb8,0,1
61,0x66,0x29,0,1
61,0x78,0x15,0,1
61,0x8d,0x89,0,1
61,0x93,0xa6,0,1
61,0xa2,0x3a,0,1
61,0xbc,0x0b,0,1
61,0xc6,0x37,0,1
61,0xd8,0x6f,0,1
61,0xe9,0x24,0,1
61,0xf7,0x62,0,1
62,0x02,0x18,0,1
62,0x1c,0x53,0,1
62,0x2d,0x84,0,1
62,0x33,0x06,0,1
62,0x49,0x4d,0,1
62,0x57,0xb8,0,1
62,0x66,0x29,0,1
62,0x78,0x15,0,1
62,0x8d,0x89,0,1
62,0x93,0xa6,0,1
62,0xa2,0x3a,0,1
62,0xbc,0x0b,0,1
62,0xc6,0x37,0,1
62,0xd8,0x6f,0,1
62,0xe9,0x24,0,1
62,0xf7,0x62,0,1
63,0x02,0x18,0,1
63,0x1c,0x53,0,1
63,0x2d,0x84,0,1
63,0x33,0x06,0,1
63,0x49,0x4d,0,1
63,0x57,0xb8,0,1
63,0x66,0x29,0,1
63,0x78,0x15,0,1
63,0x8d,0x89,0,1
63,0x93,0xa6,0,1
63,0xa2,0x3a,0,1
63,0xbc,0x0b,0,1
63,0xc6,0x37,0,1
63,0xd8,0x6f,0,1
63,0xe9,0x24,0,1
63,0xf7,0x62,0,1
64,0x02,0x18,0,1
64,0x1c,0x53,0,1
64,0x2d,0x84,0,1
64,0x33,0x06,0,1
64,0x49,0x4d,0,1
64,0x57,0xb8,0,1
64,0x66,0x29,0,1
64,0x78,0x15,0,1
64,0x8d,0x89,0,1
64,0x93,0xa6,0,1
64,0xa2,0x3a,0,1
64,0xbc,0x0b,0,1
64,0xc6,0x37,0,1
64,0xd8,0x6f,0,1
64,0xe9,0x24,0,1
64,0xf7,0x62,0,1
65,0x02,0x18,0,1
65,0x1c,0x53,0,1
65,0x2d,0x84,0,1
65,0x33,0x06,0,1
65,0x49,0x4d,0,1
65,0x57,0xb8,0,1
65,0x66,0x29,0,1
65,0x78,0x15,0,1
65,0x8d,0x89,0,1
65,0x93,0xa6,0,1
65,0xa2,0x3a,0,1
65,0xbc,0x0b,0,1
65,0xc6,0x37,0,1
65,0xd8,0x6f,0,1
65,0xe9,0x24,0,1
65,0xf7,0x62,0,1
66,0x02,0x18,0,1
66,0x1c,0x53,0,1
66,0x2d,0x84,0,1
66,0x33,0x06,0,1
66,0x49,0x4d,0,1
66,0x57,0xb8,0,1
66,0x66,0x29,0,1
66,0x78,0x15,0,1
66,0x8d,0x89,0,1
66,0x93,0xa6,0,1
66,0xa2,0x3a,0,1
66,0xbc,0x0b,0,1
66,0xc6,0x37,0,1
66,0xd8,0x6f,0,1
66,0xe9,0x24,0,1
66,0xf7,0x62,0,1
67,0x02,0x18,0,1
67,0x1c,0x53,0,1
67,0x2d,0x84,0,1
67,0x33,0x06,0,1
67,0x49,0x4d,0,1
67,0x57,0xb8,0,1
67,0x66,0x29,0,1
67,0x78,0x15,0,1
67,0x8d,0x89,0,1
67,0x93,0xa6,0,1
67,0xa2,0x3a,0,1
67,0xbc,0x0b,0,1
67,0xc6,0x37,0,1
67,0xd8,0x6f,0,1
67,0xe9,0x24,0,1
67,0xf7,0x62,0,1
68,0x02,0x18,0,1
68,0x1c,0x53,0,1
68,0x2d,0x84,0,1
68,0x33,0x06,0,1
68,0x49,0x4d,0,1
68,0x57,0xb8,0,1
68,0x66,0x29,0,1
68,0x78,0x15,0,1
68,0x8d,0x89,0,1
68,0x93,0xa6,0,1
68,0xa2,0x3a,0,1
68,0xbc,0x0b,0,1
68,0xc6,0x37,0,1
68,0xd8,0x6f,0,1
68,0xe9,0x24,0,1
68,0xf7,0x62,0,1
69,0x02,0x18,0,1
69,0x1c,0x53,0,1
69,0x2d,0x84,0,1
69,0x33,0x06,0,1
69,0x49,0x4d,0,1
69,0x57,0xb8,0,1
69,0x66,0x29,0,1
69,0x78,0x15,0,1
69,0x8d,0x89,0,1
69,0x93,0xa6,0,1
69,0xa2,0x3a,0,1
69,0xbc,0x0b,0,1
69,0xc6,0x37,0,1
69,0xd8,0x6f,0,1
69,0xe9,0x24,0,1
69,0xf7,0x62,0,1
70,0x02,0x18,0,1
70,0x1c,0x53,0,1
70,0x2d,0x84,0,1
70,0x33,0x06,0,1
70,0x49,0x4d,0,1
70,0x57,0xb8,0,1
70,0x66,0x29,0,1
70,0x78,0x15,0,1
70,0x8d,0x89,0,1
70,0x93,0xa6,0,1
70,0xa2,0x3a,0,1
70,0xbc,0x0b,0,1
70,0xc6,0x37,0,1
70,0xd8,0x6f,0,1
70,0xe9,0x24,0,1
70,0xf7,0x62,0,1
71,0x02,0x18,0,1
71,0x1c,0x53,0,1
71,0x2d,0x84,0,1
71,0x33,0x06,0,1
71,0x49,0x4d,0,1
71,0x57,0xb8,0,1
71,0x66,0x29,0,1
71,0x78,0x15,0,1
71,0x8d,0x89,0,1
71,0x93,0xa6,0,1
71,0xa2,0x3a,0,1
71,0xbc,0x0b,0,1
71,0xc6,0x37,0,1
71,0xd8,0x6f,0,1
71,0xe9,0x24,0,1
71,0xf7,0x62,0,1
72,0x02,0x18,0,1
72,0x1c,0x53,0,1
72,0x2d,0x84,0,1
72,0x33,0x06,0,1
72,0x49,0x4d,0,1
72,0x57,0xb8,0,1
72,0x66,0x29,0,1
72,0x78,0x15,0,1
72,0x8d,0x89,0,1
72,0x93,0xa6,0,1
72,0xa2,0x3a,0,1
72,0xbc,0x0b,0,1
72,0xc6,0x37,0,1
72,0xd8,0x6f,0,1
72,0xe9,0x24,0,1
72,0xf7,0x62,0,1
73,0x02,0x18,0,1
73,0x1c,0x53,0,1
73,0x2d,0x84,0,1
73,0x33,0x06,0,1
73,0x49,0x4d,0,1
73,0x57,0xb8,0,1
73,0x66,0x29,0,1
73,0x78,0x15,0,1
73,0x8d,0x89,0,1
73,0x93,0xa6,0,1
73,0xa2,0x3a,0,1
73,0xbc,0x0b,0,1
73,0xc6,0x37,0,1
73,0xd8,0x6f,0,1
73,0xe9,0x24,0,1
73,0xf7,0x62,0,1
74,0x02,0x18,0,1
74,0x1c,0x53,0,1
74,0x2d,0x84,0,1
74,0x33,0x06,0,1
74,0x49,0x4d,0,1
74,0x57,0xb8,0,1
74,0x66,0x29,0,1
74,0x78,0x15,0,1
74,0x8d,0x89,0,1
74,0x93,0xa6,0,1
74,0xa2,0x3a,0,1
74,0xbc,0x0b,0,1
74,0xc6,0x37,0,1
74,0xd8,0x6f,0,1
74,0xe9,0x24,0,1
74,0xf7,0x62,0,1
75,0x02,0x18,0,1
75,0x1c,0x53,0,1
75,0x2d,0x84,0,1
75,0x33,0x06,0,1
75,0x49,0x4d,0,1
75,0x57,0xb8,0,1
75,0x66,0x29,0,1
75,0x78,0x15,0,1
75,0x8d,0x89,0,1
75,0x93,0xa6,0,1
75,0xa2,0x3a,0,1
75,0xbc,0x0b,0,1
75,0xc6,0x37,0,1
75,0xd8,0x6f,0,1
75,0xe9,0x24,0,1
75,0xf7,0x62,0,1
76,0x02,0x18,0,1
76,0x1c,0x53,0,1
76,0x2d,0x84,0,1
76,0x33,0x06,0,1
76,0x49,0x4d,0,1
76,0x57,0xb8,0,1
76,0x66,0x29,0,1
76,0x78,0x15,0,1
76,0x8d,0x89,0,1
76,0x93,0xa6,0,1
76,0xa2,0x3a,0,1
76,0xbc,0x0b,0,1
76,0xc6,0x37,0,1
76,0xd8,0x6f,0,1
76,0xe9,0x24,0,1
76,0xf7,0x62,0,1
77,0x02,0x18,0,1
77,0x1c,0x53,0,1
77,0x2d,0x84,0,1
77,0x33,0x06,0,1
77,0x49,0x4d,0,1
77,0x57,0xb8,0,1
77,0x66,0x29,0,1
77,0x78,0x15,0,1
77,0x8d,0x89,0,1
77,0x93,0xa6,0,1
77,0xa2,0x3a,0,1
77,0xbc,0x0b,0,1
77,0xc6,0x37,0,1
77,0xd8,0x6f,0,1
77,0xe9,0x24,0,1
77,0xf7,0x62,0,1
78,0x02,0x18,0,1
78,0x1c,0x53,0,1
78,0x2d,0x84,0,1
78,0x33,0x06,0,1
78,0x49,0x4d,0,1
78,0x57,0xb8,0,1
78,0x66,0x29,0,1
78,0x78,0x15,0,1
78,0x8d,0x89,0,1
78,0x93,0xa6,0,1
78,0xa2,0x3a,0,1
78,0xbc,0x0b,0,1
78,0xc6,0x37,0,1
78,0xd8,0x6f,0,1
78,0xe9,0x24,0,1
78,0xf7,0x62,0,1
79,0x02,0x18,0,1
79,0x1c,0x53,0,1
79,0x2d,0x84,0,1
79,0x33,0x06,0,1
79,0x49,0x4d,0,1
79,0x57,0xb8,0,1
79,0x66,0x29,0,1
79,0x78,0x15,0,1
79,0x8d,0x89,0,1
79,0x93,0xa6,0,1
79,0xa2,0x3a,0,1
79,0xbc,0x0b,0,1
79,0xc6,0x37,0,1
79,0xd8,0x6f,0,1
79,0xe9,0x24,0,1
79,0xf7,0x62,0,1
80,0x02,0x18,0,1
80,0x1c,0x53,0,1
80,0x2d,0x84,0,1
80,0x33,0x06,0,1
80,0x49,0x4d,0,1
80,0x57,0xb8,0,1
80,0x66,0x29,0,1
80,0x78,0x15,0,1
80,0x8d,0x89,0,1
80,0x93,0xa6,0,1
80,0xa2,0x3a,0,1
80,0xbc,0x0b,0,1
80,0xc6,0x37,0,1
80,0xd8,0x6f,0,1
80,0xe9,0x24,0,1
80,0xf7,0x62,0,1
81,0x02,0x18,0,1
81,0x1c,0x53,0,1
81,0x2d,0x84,0,1
81,0x33,0x06,0,1
81,0x49,0x4d,0,1
81,0x57,0xb8,0,1
81,0x66,0x29,0,1
81,0x78,0x15,0,1
81,0x8d,0x89,0,1
81,0x93,0xa6,0,1
81,0xa2,0x3a,0,1
81,0xbc,0x0b,0,1
81,0xc6,0x37,0,1
81,0xd8,0x6f,0,1
81,0xe9,0x24,0,1
81,0xf7,0x62,0,1
82,0x02,0x18,0,1
82,0x1c,0x53,0,1
82,0x2d,0x84,0,1
82,0x33,0x06,0,1
82,0x49,0x4d,0,1
82,0x57,0xb8,0,1
82,0x66,0x29,0,1
82,0x78,0x15,0,1
82,0x8d,0x89,0,1
82,0x93,0xa6,0,1
82,0xa2,0x3a,0,1
82,0xbc,0x0b,0,1
82,0xc6,0x37,0,1
82,0xd8,0x6f,0,1
82,0xe9,0x24,0,1
82,0xf7,0x62,0,1
83,0x02,0x18,0,1
83,0x1c,0x53,0,1
83,0x2d,0x84,0,1
83,0x33,0x06,0,1
83,0x49,0x4d,0,1
83,0x57,0xb8,0,1
83,0x66,0x29,0,1
83,0x78,0x15,0,1
83,0x8d,0x89,0,1
83,0x93,0xa6,0,1
83,0xa2,0x3a,0,1
83,0xbc,0x0b,0,1
83,0xc6,0x37,0,1
83,0xd8,0x6f,0,1
83,0xe9,0x24,0,1
83,0xf7,0x62,0,1
84,0x02,0x18,0,1
84,0x1c,0x53,0,1
84,0x2d,0x84,0,1
84,0x33,0x06,0,1
84,0x49,0x4d,0,1
84,0x57,0xb8,0,1
84,0x66,0x29,0,1
84,0x78,0x15,0,1
84,0x8d,0x89,0,1
84,0x93,0xa6,0,1
84,0xa2,0x3a,0,1
84,0xbc,0x0b,0,1
84,0xc6,0x37,0,1
84,0xd8,0x6f,0,1
84,0xe9,0x24,0,1
84,0xf7,0x62,0,1
85,0x02,0x18,0,1
85,0x1c,0x53,0,1
85,0x2d,0x84,0,1
85,0x33,0x06,0,1
85,0x49,0x4d,0,1
85,0x57,0xb8,0,1
85,0x66,0x29,0,1
85,0x78,0x15,0,1
85,0x8d,0x89,0,1
85,0x93,0xa6,0,1
85,0xa2,0x3a,0,1
85,0xbc,0x0b,0,1
85,0xc6,0x37,0,1
85,0xd8,0x6f,0,1
85,0xe9,0x24,0,1
85,0xf7,0x62,0,1
86,0x02,0x18,0,1
86,0x1c,0x53,0,1
86,0x2d,0x84,0,1
86,0x33,0x06,0,1
86,0x49,0x4d,0,1
86,0x57,0xb8,0,1
86,0x66,0x29,0,1
86,0x78,0x15,0,1
86,0x8d,0x89,0,1
86,0x93,0xa6,0,1
86,0xa2,0x3a,0,1
86,0xbc,0x0b,0,1
86,0xc6,0x37,0,1
86,0xd8,0x6f,0,1
86,0xe9,0x24,0,1
86,0xf7,0x62,0,1
87,0x02,0x18,0,1
87,0x1c,0x53,0,1
87,0x2d,0x84,0,1
87,0x33,0x06,0,1
87,0x49,0x4d,0,1
87,0x57,0xb8,0,1
87,0x66,0x29,0,1
87,0x78,0x15,0,1
87,0x8d,0x89,0,1
87,0x93,0xa6,0,1
87,0xa2,0x3a,0,1
87,0xbc,0x0b,0,1
87,0xc6,0x37,0,1
87,0xd8,0x6f,0,1
87,0xe9,0x24,0,1
87,0xf7,0x62,0,1
88,0x02,0x18,0,1
88,0x1c,0x53,0,1
88,0x2d,0x84,0,1
88,0x33,0x06,0,1
88,0x49,0x4d,0,1
88,0x57,0xb8,0,1
88,0x66,0x29,0,1
88,0x78,0x15,0,1
88,0x8d,0x89,0,1
88,0x93,0xa6,0,1
88,0xa2,0x3a,0,1
88,0xbc,0x0b,0,1
88,0xc6,0x37,0,1
88,0xd8,0x6f,0,1
88,0xe9,0x24,0,1
88,0xf7,0x62,0,1
89,0x02,0x18,0,1
89,0x1c,0x53,0,1
89,0x2d,0x84,0,1
89,0x33,0x06,0,1
89,0x49,0x4d,0,1
89,0x57,0xb8,0,1
89,0x66,0x29,0,1
89,0x78,0x15,0,1
89,0x8d,0x89,0,1
89,0x93,0xa6,0,1
89,0xa2,0x3a,0,1
89,0xbc,0x0b,0,1
89,0xc6,0x37,0,1
89,0xd8,0x6f,0,1
89,0xe9,0x24,0,1
89,0xf7,0x62,0,1
90,0x02,0x18,0,1
90,0x1c,0x53,0,1
90,0x2d,0x84,0,1
90,0x33,0x06,0,1
90,0x49,0x4d,0,1
90,0x57,0xb8,0,1
90,0x66,0x29,0,1
90,0x78,0x15,0,1
90,0x8d,0x89,0,1
90,0x93,0xa6,0,1
90,0xa2,0x3a,0,1
90,0xbc,0x0b,0,1
90,0xc6,0x37,0,1
90,0xd8,0x6f,0,1
90,0xe9,0x24,0,1
90,0xf7,0x62,0,1
91,0x02,0x18,0,1
91,0x1c,0x53,0,1
91,0x2d,0x84,0,1
91,0x33,0x06,0,1
91,0x49,0x4d,0,1
91,0x57,0xb8,0,1
91,0x66,0x29,0,1
91,0x78,0x15,0,1
91,0x8d,0x89,0,1
91,0x93,0xa6,0,1
91,0xa2,0x3a,0,1
91,0xbc,0x0b,0,1
91,0xc6,0x37,0,1
91,0xd8,0x6f,0,1
91,0xe9,0x24,0,1
91,0xf7,0x62,0,1
92,0x02,0x18,0,1
92,0x1c,0x53,0,1
92,0x2d,0x84,0,1
92,0x33,0x06,0,1
92,0x49,0x4d,0,1
92,0x57,0xb8,0,1
92,0x66,0x29,0,1
92,0x78,0x15,0,1
92,0x8d,0x89,0,1
92,0x93,0xa6,0,1
92,0xa2,0x3a,0,1
92,0xbc,0x0b,0,1
92,0xc6,0x37,0,1
92,0xd8,0x6f,0,1
92,0xe9,0x24,0,1
92,0xf7,0x62,0,1
93,0x02,0x18,0,1
93,0x1c,0x53,0,1
93,0x2d,0x84,0,1
93,0x33,0x06,0,1
93,0x49,0x4d,0,1
93,0x57,0xb8,0,1
93,0x66,0x29,0,1
93,0x78,0x15,0,1
93,0x8d,0x89,0,1
93,0x93,0xa6,0,1
93,0xa2,0x3a,0,1
93,0xbc,0x0b,0,1
93,0xc6,0x37,0,1
93,0xd8,0x6f,0,1
93,0xe9,0x24,0,1
93,0xf7,0x62,0,1
94,0x02,0x18,0,1
94,0x1c,0x53,0,1
94,0x2d,0x84,0,1
94,0x33,0x06,0,1
94,0x49,0x4d,0,1
94,0x57,0xb8,0,1
94,0x66,0x29,0,1
94,0x78,0x15,0,1
94,0x8d,0x89,0,1
94,0x93,0xa6,0,1
94,0xa2,0x3a,0,1
94,0xbc,0x0b,0,1
94,0xc6,0x37,0,1
94,0xd8,0x6f,0,1
94,0xe9,0x24,0,1
94,0xf7,0x62,0,1
95,0x02,0x18,0,1
95,0x1c,0x53,0,1
95,0x2d,0x84,0,1
95,0x33,0x06,0,1
95,0x49,0x4d,0,1
95,0x57,0xb8,0,1
95,0x66,0x29,0,1
95,0x78,0x15,0,1
95,0x8d,0x89,0,1
95,0x93,0xa6,0,1
95,0xa2,0x3a,0,1
95,0xbc,0x0b,0,1
95,0xc6,0x37,0,1
95,0xd8,0x6f,0,1
95,0xe9,0x24,0,1
95,0xf7,0x62,0,1
96,0x02,0x18,0,1
96,0x1c,0x53,0,1
96,0x2d,0x84,0,1
96,0x33,0x06,0,1
96,0x49,0x4d,0,1
96,0x57,0xb8,0,1
96,0x66,0x29,0,1
96,0x78,0x15,0,1
96,0x8d,0x89,0,1
96,0x93,0xa6,0,1
96,0xa2,0x3a,0,1
96,0xbc,0x0b,0,1
96,0xc6,0x37,0,1
96,0xd8,0x6f,0,1
96,0xe9,0x24,0,1
96,0xf7,0x62,0,1
97,0x02,0x18,0,1
97,0x1c,0x53,0,1
97,0x2d,0x84,0,1
97,0x33,0x06,0,1
97,0x49,0x4d,0,1
97,0x57,0xb8,0,1
97,0x66,0x29,0,1
97,0x78,0x15,0,1
97,0x8d,0x89,0,1
97,0x93,0xa6,0,1
97,0xa2,0x3a,0,1
97,0xbc,0x0b,0,1
97,0xc6,0x37,0,1
97,0xd8,0x6f,0,1
97,0xe9,0x24,0,1
97,0xf7,0x62,0,1
98,0x02,0x18,0,1
98,0x1c,0x53,0,1
98,0x2d,0x84,0,1
98,0x33,0x06,0,1
98,0x49,0x4d,0,1
98,0x57,0xb8,0,1
98,0x66,0x29,0,1
98,0x78,0x15,0,1
98,0x8d,0x89,0,1
98,0x93,0xa6,0,1
98,0xa2,0x3a,0,1
98,0xbc,0x0b,0,1
98,0xc6,0x37,0,1
98,0xd8,0x6f,0,1
98,0xe9,0x24,0,1
98,0xf7,0x62,0,1
99,0x02,0x18,0,1
99,0x1c,0x53,0,1
99,0x2d,0x84,0,1
99,0x33,0x06,0,1
99,0x49,0x4d,0,1
99,0x57,0xb8,0,1
99,0x66,0x29,0,1
99,0x78,0x15,0,1
99,0x8d,0x89,0,1
99,0x93,0xa6,0,1
99,0xa2,0x3a,0,1
99,0xbc,0x0b,0,1
99,0xc6,0x37,0,1
99,0xd8,0x6f,0,1
99,0xe9,0x24,0,1
99,0xf7,0x62,0,1
100,0x02,0x5e,1,1
100,0x1c,0x71,1,1
100,0x2d,0xdc,1,1
100,0x33,0x9a,1,1
100,0x49,0xd1,1,1
100,0x57,0xcf,1,1
100,0x66,0xb5,1,1
100,0x78,0x97,1,1
100,0x8d,0xab,1,1
100,0x93,0xe0,1,1
100,0xa2,0xf3,1,1
100,0xbc,0xc2,1,1
100,0xc6,0x40,1,1
100,0xd8,0xed,1,1
100,0xe9,0x7c,1,1
100,0xf7,0xfe,1,1
101,0x02,0x5e,1,1
101,0x1c,0x71,1,1
101,0x2d,0xdc,1,1
101,0x33,0x9a,1,1
101,0x49,0xd1,1,1
101,0x57,0xcf,1,1
101,0x66,0xb5,1,1
101,0x78,0x97,1,1
101,0x8d,0xab,1,1
101,0x93,0xe0,1,1
101,0xa2,0xf3,1,1
101,0xbc,0xc2,1,1
101,0xc6,0x40,1,1
101,0xd8,0xed,1,1
101,0xe9,0x7c,1,1
101,0xf7,0xfe,1,1
102,0x02,0x5e,1,1
102,0x1c,0x71,1,1
102,0x2d,0xdc,1,1
102,0x33,0x9a,1,1
102,0x49,0xd1,1,1
102,0x57,0xcf,1,1
102,0x66,0xb5,1,1
102,0x78,0x97,1,1
102,0x8d,0xab,1,1
102,0x93,0xe0,1,1
102,0xa2,0xf3,1,1
102,0xbc,0xc2,1,1
102,0xc6,0x40,1,1
102,0xd8,0xed,1,1
102,0xe9,0x7c,1,1
102,0xf7,0xfe,1,1
103,0x02,0x5e,1,1
103,0x1c,0x71,1,1
103,0x2d,0xdc,1,1
103,0x33,0x9a,1,1
103,0x49,0xd1,1,1
103,0x57,0xcf,1,1
103,0x66,0xb5,1,1
103,0x78,0x97,1,1
103,0x8d,0xab,1,1
103,0x93,0xe0,1,1
103,0xa2,0xf3,1,1
103,0xbc,0xc2,1,1
103,0xc6,0x40,1,1
103,0xd8,0xed,1,1
103,0xe9,0x7c,1,1
103,0xf7,0xfe,1,1
104,0x02,0x5e,1,1
104,0x1c,0x71,1,1
104,0x2d,0xdc,1,1
104,0x33,0x9a,1,1
104,0x49,0xd1,1,1
104,0x57,0xcf,1,1
104,0x66,0xb5,1,1
104,0x78,0x97,1,1
104,0x8d,0xab,1,1
104,0x93,0xe0,1,1
104,0xa2,0xf3,1,1
104,0xbc,0xc2,1,1
104,0xc6,0x40,1,1
104,0xd8,0xed,1,1
104,0xe9,0x7c,1,1
104,0xf7,0xfe,1,1
105,0x02,0x5e,1,1
105,0x1c,0x71,1,1
105,0x2d,0xdc,1,1
105,0x33,0x9a,1,1
105,0x49,0xd1,1,1
105,0x57,0xcf,1,1
105,0x66,0xb5,1,1
105,0x78,0x97,1,1
105,0x8d,0xab,1,1
105,0x93,0xe0,1,1
105,0xa2,0xf3,1,1
105,0xbc,0xc2,1,1
105,0xc6,0x40,1,1
105,0xd8,0xed,1,1
105,0xe9,0x7c,1,1
105,0xf7,0xfe,1,1
106,0x02,0x5e,1,1
106,0x1c,0x71,1,1
106,0x2d,0xdc,1,1
106,0x33,0x9a,1,1
106,0x49,0xd1,1,1
106,0x57,0xcf,1,1
106,0x66,0xb5,1,1
106,0x78,0x97,1,1
106,0x8d,0xab,1,1
106,0x93,0xe0,1,1
106,0xa2,0xf3,1,1
106,0xbc,0xc2,1,1
106,0xc6,0x40,1,1
106,0xd8,0xed,1,1
106,0xe9,0x7c,1,1
106,0xf7,0xfe,1,1
107,0x02,0x5e,1,1
107,0x1c,0x71,1,1
107,0x2d,0xdc,1,1
107,0x33,0x9a,1,1
107,0x49,0xd1,1,1
107,0x57,0xcf,1,1
107,0x66,0xb5,1,1
107,0x78,0x97,1,1
107,0x8d,0xab,1,1
107,0x93,0xe0,1,1
107,0xa2,0xf3,1,1
107,0xbc,0xc2,1,1
107,0xc6,0x40,1,1
107,0xd8,0xed,1,1
107,0xe9,0x7c,1,1
107,0xf7,0xfe,1,1
108,0x02,0x5e,1,1
108,0x1c,0x71,1,1
108,0x2d,0xdc,1,1
108,0x33,0x9a,1,1
108,0x49,0xd1,1,1
108,0x57,0xcf,1,1
108,0x66,0xb5,1,1
108,0x78,0x97,1,1
108,0x8d,0xab,1,1
108,0x93,0xe0,1,1
108,0xa2,0xf3,1,1
108,0xbc,0xc2,1,1
108,0xc6,0x40,1,1
108,0xd8,0xed,1,1
108,0xe9,0x7c,1,1
108,0xf7,0xfe,1,1
109,0x02,0x5e,1,1
109,0x1c,0x71,1,1
109,0x2d,0xdc,1,1
109,0x33,0x9a,1,1
109,0x49,0xd1,1,1
109,0x57,0xcf,1,1
109,0x66,0xb5,1,1
109,0x78,0x97,1,1
109,0x8d,0xab,1,1
109,0x93,0xe0,1,1
109,0xa2,0xf3,1,1
109,0xbc,0xc2,1,1
109,0xc6,0x40,1,1
109,0xd8,0xed,1,1
109,0xe9,0x7c,1,1
109,0xf7,0xfe,1,1
110,0x02,0x5e,1,1
110,0x1c,0x71,1,1
110,0x2d,0xdc,1,1
110,0x33,0x9a,1,1
110,0x49,0xd1,1,1
110,0x57,0xcf,1,1
110,0x66,0xb5,1,1
110,0x78,0x97,1,1
110,0x8d,0xab,1,1
110,0x93,0xe0,1,1
110,0xa2,0xf3,1,1
110,0xbc,0xc2,1,1
110,0xc6,0x40,1,1
110,0xd8,0xed,1,1
110,0xe9,0x7c,1,1
110,0xf7,0xfe,1,1
111,0x02,0x5e,1,1
111,0x1c,0x71,1,1
111,0x2d,0xdc,1,1
111,0x33,0x9a,1,1
111,0x49,0xd1,1,1
111,0x57,0xcf,1,1
111,0x66,0xb5,1,1
111,0x78,0x97,1,1
111,0x8d,0xab,1,1
111,0x93,0xe0,1,1
111,0xa2,0xf3,1,1
111,0xbc,0xc2,1,1
111,0xc6,0x40,1,1
111,0xd8,0xed,1,1
111,0xe9,0x7c,1,1
111,0xf7,0xfe,1,1
112,0x02,0x5e,1,1
112,0x1c,0x71,1,1
112,0x2d,0xdc,1,1
112,0x33,0x9a,1,1
112,0x49,0xd1,1,1
112,0x57,0xcf,1,1
112,0x66,0xb5,1,1
112,0x78,0x97,1,1
112,0x8d,0xab,1,1
112,0x93,0xe0,1,1
112,0xa2,0xf3,1,1
112,0xbc,0xc2,1,1
112,0xc6,0x40,1,1
112,0xd8,0xed,1,1
112,0xe9,0x7c,1,1
112,0xf7,0xfe,1,1
113,0x02,0x5e,1,1
113,0x1c,0x71,1,1
113,0x2d,0xdc,1,1
113,0x33,0x9a,1,1
113,0x49,0xd1,1,1
113,0x57,0xcf,1,1
113,0x66,0xb5,1,1
113,0x78,0x97,1,1
113,0x8d,0xab,1,1
113,0x93,0xe0,1,1
113,0xa2,0xf3,1,1
113,0xbc,0xc2,1,1
113,0xc6,0x40,1,1
113,0xd8,0xed,1,1
113,0xe9,0x7c,1,1
113,0xf7,0xfe,1,1
114,0x02,0x5e,1,1
114,0x1c,0x71,1,1
114,0x2d,0xdc,1,1
114,0x33,0x9a,1,1
114,0x49,0xd1,1,1
114,0x57,0xcf,1,1
114,0x66,0xb5,1,1
114,0x78,0x97,1,1
114,0x8d,0xab,1,1
114,0x93,0xe0,1,1
114,0xa2,0xf3,1,1
114,0xbc,0xc2,1,1
114,0xc6,0x40,1,1
114,0xd8,0xed,1,1
114,0xe9,0x7c,1,1
114,0xf7,0xfe,1,1
115,0x02,0x5e,1,1
115,0x1c,0x71,1,1
115,0x2d,0xdc,1,1
115,0x33,0x9a,1,1
115,0x49,0xd1,1,1
115,0x57,0xcf,1,1
115,0x66,0xb5,1,1
115,0x78,0x97,1,1
115,0x8d,0xab,1,1
115,0x93,0xe0,1,1
115,0xa2,0xf3,1,1
115,0xbc,0xc2,1,1
115,0xc6,0x40,1,1
115,0xd8,0xed,1,1
115,0xe9,0x7c,1,1
115,0xf7,0xfe,1,1
116,0x02,0x5e,1,1
116,0x1c,0x71,1,1
116,0x2d,0xdc,1,1
116,0x33,0x9a,1,1
116,0x49,0xd1,1,1
116,0x57,0xcf,1,1
116,0x66,0xb5,1,1
116,0x78,0x97,1,1
116,0x8d,0xab,1,1
